21.4752153180264,42.001643086733,school,АСУЦ Боро Петрушевски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.3967938321171,42.0007053216816,kindergarten,,Варшавска,Cкoпje,15,1000,yes,,MK,Skopje,,,,,,,,,,,yes,,,,,,,,,,;
21.3967735444015,42.0006918499543,kindergarten,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,;
21.4019021852955,41.9998136499329,school,СУГС Георги Димитров,,,,,,,,,fence,,,,,bars,,,,,,,,,,,,,,,;
21.395885050554,41.9954837171596,kindergarten,Детска градинка Пролет,,,,,,,,,fence,,,,,bars,,,,,,,,,,,,,,,;
21.3959611259865,41.996228427093,school,ОУ Владо Тасевски,,,,,,,,,fence,,,,,bars,,,,,,,,,,,,,,,;
21.4335059047452,42.0196919176473,school,ОУ Рајко Жинзифов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4354411700054,42.0231013072489,school,Заводот за рехабилитација на деца и младинци “Топанско поле”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4350233578259,42.0242835503677,school,СУГС Зефљуш Марку,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.3546961005728,42.0178787628088,school,О.У. Страшо Пинџур,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4794067894925,42.0022901961692,school,СЕТУ Михајло Пупин,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,;
21.4817510199066,42.0029163202158,school,ОУ Партение Зографски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4389267508718,41.9973784999959,school,ОУ Кирил и Методиј,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,;
21.4395071507797,41.9979845480316,library,Национална и универзитетска библиотека,Булевар Гоце Делчев,Cкoпje,,1000,civic,National and University Library,MK,Skopje,,,,,,,,,,Boulevard Goce Delcev,,,,,,,,,,,;
21.42074425,41.995548,school,Средно уметничко училиште Лазар Личеновски,Киро Крстевски Платник,Cкoпje,15,1000,yes,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,;
21.3940787311612,42.0008355244729,school,ОУ Јан Амос Коменски,,,,,,,,,fence,,,,,metal,,,,,,,,,,,,,,,;
21.3873011438214,42.0012831499314,kindergarten,Мајски Бумбар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.3887236814138,42.0015255172072,school,ОУ Братство,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,;
21.3907262522225,42.0030305810339,library,Архив на град Скопје,Московска,,,,yes,Skopje City Archives,,,fence,,,,,metal,,,,,,,,,,,,,,,;
21.4086694660434,42.0029077012084,kindergarten,Orce Nikolov,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,;
21.4181017,41.9999512,university,Архитектонски Факултет,Булевар Партизански Одреди,Cкoпje,24,1000,university,Faculty of Architecture,MK,Skopje,,+389 2 3164 974,http://www.arh.ukim.edu.mk,,Универзитетот „Св. Кирил и Методиј“,,,dekanat@arh.ukim.edu.mk,+389 2 3116 367,Boulevard Partizanski Odredi,no,,,,Ss. Cyril and Methodius University,,,,,,;
21.419080100541,42.0001354000152,university,Градежен факултет,Булевар Партизански Одреди,Cкoпje,24,1000,university,Faculty of Civil Engineering,MK,Skopje,,+389 2 3116 066,http://www.gf.ukim.edu.mk/,,Универзитетот „Св. Кирил и Методиј“,,,dekanat@arh.ukim.edu.mk,+389 2 3118 834,Boulevard Partizanski Odredi,,,,,Ss. Cyril and Methodius University,,,,,,;
21.4187372640516,42.0001119090379,university,,,,,,,,,,,,,,Универзитетот „Св. Кирил и Методиј“,,mk:Универзитет „Св. Кирил и Методиј“,,,,,,,,Ss. Cyril and Methodius University,,,,,,;
21.4202034811164,41.9997634443832,library,,Булевар Партизански Одреди,Cкoпje,22,1000,civic,,MK,Skopje,,+389 2 3162 544,http://www.gbsk.mk,,,,,biblmiladinovci@gbiblsk.edu.mk,+389 2 3127 016,Boulevard Partizanski Odredi,,,,,,,,,,,;
"21.4202836593562,41.9997309968778,library,Библиотека „Браќа Миладиновци“,,,,,,""Library """"Miladinovci Brothers"""""",,,fence,,,,,,mk:Градска библиотека „Браќа Миладиновци“ - Скопје,,,,,,,,,,,,,,";
21.4201384861746,42.0004160743623,school,ОУ Коле Неделковски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.422137530653,42.0006861496224,school,Интернационално Школо,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,;
"21.4209507920906,41.99625023667,kindergarten,""Детска Градинка """"13 Ноември"""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,";
21.4207927087576,41.9971800836581,school,ОУ Jохан Хајнрих Песталоци,,,,,,,,,fence,,,,,metal,,,,,,,,,,,,,,,;
21.3508135,42.0081353,school,ОУ Мирче Ацев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.3573440788999,42.0032821516068,school,ОУ Димитар Беровски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.36147285,42.0064775,library,Браќа Миладиновци,Виа Игнација,,бб,,yes,,,,,,,,,,,,,,,,,,,,,,,,;
21.3362160493468,42.0020683170024,university,Универзитет „Њујорк“,,,,,,,,,,,,New York University,,,,,,,,,,,,,,,,,;
21.4462196153682,42.0208757238251,school,ОУ Иднина,Втора Македонска Бригада,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4517834995771,42.0207619063194,school,ОУ Панајот Гиновски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4525074390275,42.0213431518932,kindergarten,Детска Градинка Бутел 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4468936090517,42.0306992113548,school,ОУ Живко Брајковски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4461621682761,42.031926254591,kindergarten,Детска Градинка Страшо Пинџур,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.447332819463,42.0315755201293,kindergarten,Детска Градинка Бутел 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4530232964683,42.0313446102205,university,Институт за лозарство и винарство,,,,,,Institute of Viticulture and Enology,,,,,,Institut za lozarstvo i vinarstvo,,,,,,,,,,,,,,,,,;
21.4888973122158,42.0045692170822,university,Поранешен ФОН,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4995495793997,41.9988948423424,school,ОУ Наум Наумовски Борче,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.5030657685513,42.003687846939,school,ОУ Дане Крапчев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.5047506774958,42.010427544378,school,ОУ Крсте Мисирков,Сречко Пужаљка,Скопје,,1000,,,,,,+389 2 322 6655,,,,,,,,,,,,,,,,,,,;
21.4409918457006,42.0160587273709,school,ОУ Никола Вапцаров,Браќа Реџепагиќ,,ББ,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.459081655077,42.0038145662341,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4645595853546,42.0061549453704,school,СУ Панче Арсовски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4613027954157,42.0136947448847,kindergarten,Детска Градинка - Калинка,,,,,,,,,,,,,Детска Радост,,,,,,,,,,,,,,,,;
21.4593138493684,42.0145561631928,school,ОУ Глигор Прличев,Гемиџиска,Скопје,57,1000,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4415879027738,42.0104058840114,school,ОУ Цветан Димов,Коста Абрашевиќ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4380239796858,42.0110863020741,school,ОУ Адем Јашари,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4132263540235,42.0035696703322,kindergarten,Распеана Младост,Руѓер Бошковиќ,Cкoпje,6,1000,,Raspeana Mladost,,,,,,,,,,,,,,,,,,,,,,,;
"21.412481291565,42.0062272227238,school,""СУГС Гимназија """"Орце Николов"""""",Булевар Илинден,Cкoпje,101,1000,,,,,,+389 2 3065 555,https://orcenikolov.edu.mk/,,,,,info@on.edu.mk,,,,,,,,,,,,,";
21.4131101071175,42.0074729952371,school,QSI International School of Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4130510980723,42.0087695579181,university,Институт за Сточарство,Булевар Илинден,,92-a,,,,,,,,,,Св. Кирил и Методиј,,,,,,,,,,,,,,,,;
21.4583564671617,41.9864979572798,kindergarten,Градинка Изворче,,,,,,Izvorche,,,,,,Izvorče,,,,,,,,,,,,,,,,,;
21.4622998,41.9849925,kindergarten,Градинка Весели Цветови,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4650784903849,41.9883276006071,kindergarten,Градинка Срничка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4546224056622,41.9812871012216,university,Универзитет Американ Колеџ Скопје,Булевар 3та Македонска Бригада,Cкoпje,60,1000,,University American College Skopje,MK,,,+389 2 2463156,www.uacs.edu.mk,,,,en:University American College Skopje,info@uacs.edu.mk,+389 2 2463156,Boulevard Treta makedonska brigada,,,,,,,,,,,;
21.4614271060806,41.9779894549412,school,С.У.Г.С. Владо Тасевски,Булевар 3та Македонска Бригада,,,,,,,,fence,,,,,metal,,,,,,,,,,,,,,,;
"21.464363910099,41.9790346217383,school,""СУГС """"Марија Кири Склодовска"""""",Булевар 3та Македонска Бригада,,,,,,,,fence,,,,,metal,,,,,,,,,,,,,,,";
21.460093324091,41.9844776374168,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4605232782416,41.9844337386886,school,ОУ „Љубен Лапе“,,Cкoпje,,1000,yes,OU “Ljuben Lape”,MK,Skopje,,,,,,,,,,,,,,2,,,,,,,;
21.4375763302795,42.00166725,university,Сули Ан - Факултет за ликовна уметност,,Cкoпje,,1000,yes,Faculty of Visual Arts - Suli An,MK,Skopje,,,,,,,mk:Сули ан,,,,,Q3085319,,,,,,,painting academy,,;
21.4363049280852,42.005238367986,school,ОУ Јашар Беј Шкупи,Прохор Пчински,,,,,,,,,,,,,,,,,,,,,,,,,124,,,;
21.4333505547986,42.0134528189295,school,ОУ Васил Главинов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4345631121654,42.013547683094,kindergarten,Детска Градинка Снежана,,,,,,,,,,,,,,,,,,,,,Градинка Снежана,,,,,,,,;
21.4375802757896,42.013958948404,school,СУГС Цветан Димов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4664173003539,41.9768461202755,school,Градинка Весели Цветови,Кресна,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4129160763,42.000221399539,school,Медиа Арт Студио,Франклин Рузвелт,Cкoпje,47,1000,school,Media Art Studio,MK,Skopje,,,,Media Art Centar,,,,,,,,,Медиа Арт Студио,,,,,,Kindergarten and elementary school. Center for Languages,,;
21.4542700513778,41.9901657500084,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4137622004082,42.0045613501098,school,Центар за странски јазици,,Cкoпje,,1000,yes,,MK,Skopje,,+389 (0)2 306 77 83,http://www.csj.com.mk/,,,,,info@csj.com.mk,,,,,,,,,,,,,;
21.41305666305,42.0042043142788,school,ОУ Христијан Тодоровски Карпош,,,,,,,,,,+389 (02) 3067-407,http://oouhtkarpos.edu.mk,,,,,htkarpos@gmail.com,,,,,,,,,,,,,;
21.4647308188573,41.9894560980111,school,ОУ Ѓорѓија Пулевски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4707874494283,41.9796569662365,school,О.У. Александар Македонски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4789103456184,41.9841667014216,school,Градинка Буба Мара,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4801880558217,41.9831777032641,school,ОУ Лазо Ангеловски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4868579,41.983424,school,,Тодор Чангов,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4520894888456,42.0016679951038,university,Природно Математички Факултет,,,,,,,,,,,,,Св. Кирил и Методиј,,,,,,,,,,,,,,,,;
21.4555390609293,42.0013775983017,university,Студентски Дом Стив Наумов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4585435817596,42.0018534412132,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4583332284742,42.0022578826718,university,Факултет за земјоделски науки и храна,Булевар Александар Македонски,Cкoпje,бб,1000,office,,MK,Skopje,,,,,Св. Кирил и Методиј,,,,,,,,,,,,,,,,;
21.4579652538654,42.0025303716043,university,Факултет за дизајн и технологии на мебел и ентериер,16 Македонска Бригада,Cкoпje,3,,public,,,,,,http://www.fdtme.ukim.edu.mk,Faculty of Design and Technology of Furniture and Interior,,,,,,,,,,3,,,,,,,;
21.4587078292891,42.0029541509279,library,Факултетска библиотека и компјутерница,,,,,yes,,,,,,,,Факултет за Ветеринарна Медицина,,,,,,,,,,,,,,,,;
21.4592290696524,42.002063542918,university,Шумарски факултет,Булевар Александар Македонски,Cкoпje,,1000,yes,,MK,Skopje,,,,,Св. Кирил и Методиј,,,,,,,,,,,,,бб,,,;
21.4591177899709,42.0024655472722,university,Лабораторија за тестирање мебел - ФДТМЕ,16 Македонска Бригада,Cкoпje,3,,yes,,,,,+389(2)6154666,,,,,,,,,,,,0,,,,,,,;
"21.463222353821,42.0018995271981,kindergarten,""Детска Градинка """"Темјанушка"""""",Јани Лукровски,,4,,,,,,,,,,Детска Радост,,,,,,,,,,,,,,,,";
21.4269738909952,42.0020021998095,kindergarten,Кукушка,,,,,yes,Kukushka,,,,,,,,,,,,,,,,,,,,,,Кукушка,;
21.40663395,42.0056465,university,Машински Факултет,,Cкoпje,,1000,yes,Faculty of Mechanical Engineering,MK,Skopje,,,,,,,,,,,,,,,,,,,,,;
"21.4087574496184,42.0035829014198,school,ОУ „Вера Циривири Трена“,,,,,,,,,fence,""023068-507";
21.3832893346743,42.0262097186066,school,ОУ „Аврам Писевски“,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.3878232380841,42.006411949984,school,Петар Поп Арсов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4872311684818,41.9695348593642,school,О.У. Гоце Делчев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4171124159823,41.9871026345046,school,ОУ „Кочо Рацин “,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4171302345786,41.987767389708,kindergarten,Детска Градинка Кочо Рацин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.398292628006,42.0061755004684,school,ОУ Лазар Трповски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4004515688215,42.0036233500923,library,Другарче,,,,,,Drugarche,,,,,,Drugarče,,,,,,,,,,,,,,,,,;
21.4002690139391,42.0043921066929,school,СУГС Никола Карев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4053380942084,42.000662249934,kindergarten,Детска Градинка Бисери,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4055326606728,42.000095800319,university,Педагошка Академија,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4026642253973,42.001463123223,school,СГГУ Здравко Цветковски,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,;
21.4060363331904,42.0048024999594,university,Факултет за драмски уметности,Руѓер Бошковиќ,,ББ,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4085262339205,42.0046685542201,university,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,;
21.440872646332,41.9733736981584,kindergarten,Весели Цветови,,,,,,Veseli Cvetovi,,,,,,Veseli Cvetovi,,,,,,,,,,,,,,,,,;
21.4445508895971,41.9749824711209,kindergarten,Градинка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4259156915577,41.9792042633794,university,Институт за Сеизмологија,,,,,,Seismology Institute,,,,,,,,,,,,,,,,,,,,,,,;
21.4389115725102,41.9798426281487,school,ОУ Борис Кидрич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4316566989747,41.9828354102543,school,ОУ „Кузман Јосифовски - Питу “,,Cкoпje,,1000,yes,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,;
21.429440375318,41.9883095452053,college,Факултет за физичка култура,Јордан Мијалков,,ББ,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4348566003552,41.9891992478516,school,ОУ „Димитар Миладинов“,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,;
21.4434718981444,42.000096177911,university,Универзитет „Св. Кирил и Методиј“,Булевар Гоце Делчев,Cкoпje,9,1000,,Ss. Cyril and Methodius University,MK,Skopje,fence,+389 2 3293293,http://www.ukim.edu.mk,,,,en:Ss. Cyril and Methodius University of Skopje,,+389 2 3293202,Boulevard Goce Delcev,limited,Q589636,,,,,,,,,;
"21.4436965671183,42.0018537379069,school,""ОУ """"Битолски Конгрес"""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,";
21.4431991368906,42.0048076641711,school,ОУ Тефјуз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4415848690327,42.0067099725945,kindergarten,градинка Фидани,Цветан Димов,Cкoпje,7,1000,,,,,,,,,,,,,,,,,,,,,,,,градинка Фидани,;
21.4444974476705,42.0087327632935,school,ОУ Лирија,Булевар Цветан Димов,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4535003,41.9874714,kindergarten,Градинка Петар Пан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.445234244133,41.980439059781,school,ОУ Невена Георгиева Дуња,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
"21.4366300857109,41.9846566001937,school,Др. Златан Сремец,,,,,,Dr. Zlatan Sremec,,,,,,,,,,,,,,,""ПОУ """"Др. Златан Сремец"""""",,,,,,,,";
21.437442786544,41.9887435999967,university,Економски институт - Скопје,,Cкoпje,,1000,yes,Institute of Economics - Skopje,MK,Skopje,,,http://www.ek-inst.ukim.edu.mk/,,,,,,,,,,,,,,,,,,;
21.4403354870728,41.9891823469605,school,ОУ 11-ти Октомври,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4458985327794,41.9853074040588,school,ДСУ Димитар Влахов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.3980254120276,41.9933176770547,kindergarten,Еурека,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
"21.3995538644272,41.9932842132889,school,""Средно угостителско училиште """"Лазар Танев"""""",,,,,,""Public secondary school for catering and tourism """"Lazar Tanev"""""",,,fence,""+389 2 3085035";
21.4411132991388,42.0189062908734,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4427630351729,42.0219261626338,school,ОУ Петар Здравковски Пенко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4430031246465,42.0229528206426,school,СУГС Арсениј Јовков,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
21.4411151581791,42.0300628101325,school,Ќемал Јахија,,,,,,,,,,,,Kemal Jahija College,,,,,,,,,,,,,,,,,;
21.4762201800606,41.9734809473967,school,О.У. Димитар Македонски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;
